"UniProtID","functional_class"
"Q9S3R8","Transporter"
"Q9FKM2","Transporter"
"Q9SRH5","Transporter"
"Q9LH74","Transporter"
"P68806","Transporter"
"Q6PEY0","Transporter"
"Q921C1","Transporter"
"P0A910","Transporter"
"Q9WUS4","Transporter"
"P08033","Transporter"
"Q8BQU6","Transporter"
"P28234","Transporter"
"P0AAT4","Transporter"
"P76773","Transporter"
"P14222","Transporter"
"O61788","Transporter"
"Q9U3K5","Transporter"
"Q96QZ0","Transporter"
"Q8ZKQ2","Transporter"
"P02931","Transporter"
"Q9WTY0","Transporter"
"Q9ASI1","Transporter"
"P55087","Transporter"
"P55064","Transporter"
"Q54V53","Transporter"
"O82316","Transporter"
"Q5VR89","Transporter"
"Q10M80","Transporter"
"Q41963","Transporter"
"Q7EYH7","Transporter"
"Q40746","Transporter"
"Q0JPT5","Transporter"
"Q5Z9E2","Transporter"
"Q9C6T0","Transporter"
"P26587","Transporter"
"P06624","Transporter"
"P56405","Transporter"
"P60844","Transporter"
"O64964","Transporter"
"Q8BHH1","Transporter"
"Q9M8W5","Transporter"
"Q9V5Z7","Transporter"
"Q9U8P7","Transporter"
"Q8VZW1","Transporter"
"P0AER0","Transporter"
"Q96PS8","Transporter"
"Q8W037","Transporter"
"Q54WT8","Transporter"
"P25818","Transporter"
"Q41951","Transporter"
"P29972","Transporter"
"Q9SZY7","Transporter"
"Q9HBG4","Transporter"
"Q21898","Transporter"
"P32842","Transporter"
"P68699","Transporter"
"P0A307","Transporter"
"Q8RGD7","Transporter"
"Q16515","Transporter"
"Q9DAV9","Transporter"
"Q8BLV3","Transporter"
"Q8IVB4","Transporter"
"P26434","Transporter"
"Q6UJY2","Transporter"
"E9PTA2","Transporter"
"Q8TPA6","Transporter"
"O32212","Transporter"
"Q9IAL7","Transporter"
"Q8CGQ8","Transporter"
"P42839","Transporter"
"F4IN58","Transporter"
"Q9K2S2","Transporter"
"O05229","Transporter"
"Q8T5S1","Transporter"
"G5EBK1","Transporter"
"P51172","Transporter"
"Q708S3","Transporter"
"Q2XVR3","Transporter"
"Q20JQ7","Transporter"
"Q01118","Transporter"
"P73863","Transporter"
"Q04121","Transporter"
"Q9KQU7","Transporter"
"G3XD29","Transporter"
"Q92581","Transporter"
"Q3UW12","Transporter"
"Q28181","Transporter"
"P75757","Transporter"
"Q9NY26","Transporter"
"Q5U1X7","Transporter"
"Q29175","Transporter"
"P59889","Transporter"
"Q5ZI20","Transporter"
"Q9NP94","Transporter"
"Q9PUB8","Transporter"
"Q31125","Transporter"
"Q8AW42","Transporter"
"Q94DG6","Transporter"
"Q6L8F9","Transporter"
"Q6L8F7","Transporter"
"A3BI11","Transporter"
"Q852F6","Transporter"
"Q5ZIH3","Transporter"
"P32804","Transporter"
"Q12436","Transporter"
"Q940Q3","Transporter"
"Q9EYX5","Transporter"
"O94639","Transporter"
"Q6ZJ91","Transporter"
"Q6L8G0","Transporter"
"P34240","Transporter"
"A0A0G2KQY6","Transporter"
"Q90805","Transporter"
"Q21121","Transporter"
"C5HGF3","Transporter"
"Q7Z443","Transporter"
"Q2EG98","Transporter"
"Q7T3R4","Transporter"
"Q18PF6","Transporter"
"Q9WVJ0","Transporter"
"O35174","Transporter"
"Q9BQ31","Transporter"
"Q9UQ05","Transporter"
"Q8NCM2","Transporter"
"Q8TDN2","Transporter"
"P37296","Transporter"
"Q9XUC4","Transporter"
"Q9LXS1","Transporter"
"Q9Z1L5","Transporter"
"Q8VHX0","Transporter"
"Q8VHW8","Transporter"
"D3KZG3","Transporter"
"Q9LKW9","Transporter"
"Q9Y2E8","Transporter"
"Q9UL51","Transporter"
"Q55EA1","Transporter"
"Q54LY6","Transporter"
"Q9NY37","Transporter"
"Q86XJ0","Transporter"
"A2ARP9","Transporter"
"O73700","Transporter"
"Q24270","Transporter"
"Q9P0X4","Transporter"
"Q8NEC5","Transporter"
"Q9LVR5","Transporter"
"Q1PE15","Transporter"
"Q8VYR0","Transporter"
"Q8IQ70","Transporter"
"P48995","Transporter"
"Q697L1","Transporter"
"Q9UBN4","Transporter"
"Q13507","Transporter"
"Q02641","Transporter"
"O95069","Transporter"
"Q9FWX6","Transporter"
"O60928","Transporter"
"P52191","Transporter"
"P17972","Transporter"
"P35561","Transporter"
"G5EFC3","Transporter"
"O88454","Transporter"
"Q9UGI6","Transporter"
"Q0JKV1","Transporter"
"Q23435","Transporter"
"Q19907","Transporter"
"Q9PT84","Transporter"
"Q96L42","Transporter"
"Q9IAL8","Transporter"
"Q12359","Transporter"
"Q9ZPJ8","Transporter"
"Q9BLG3","Transporter"
"Q9BLG4","Transporter"
"Q8MXY0","Transporter"
"Q9NA73","Transporter"
"A4FV75","Transporter"
"Q4GZT3","Transporter"
"Q00975","Transporter"
"Q28139","Transporter"
"O60721","Transporter"
"Q49SH1","Transporter"
"Q0VA06","Transporter"
"Q94KI8","Transporter"
"Q91ZR5","Transporter"
"Q80W99","Transporter"
"Q8BVN3","Transporter"
"Q9BRQ5","Transporter"
"P77211","Transporter"
"P38054","Transporter"
"P49573","Transporter"
"Q39065","Transporter"
"Q94EE4","Transporter"
"O94722","Transporter"
"O15431","Transporter"
"Q59NP1","Transporter"
"P38865","Transporter"
"Q9P7F9","Transporter"
"Q1JV40","Transporter"
"Q9P6J2","Transporter"
"P47818","Transporter"
"Q09919","Transporter"
"P38310","Transporter"
"Q75HB1","Transporter"
"P33650","Transporter"
"Q9HFE1","Transporter"
"Q287T7","Transporter"
"Q3ZBJ8","Transporter"
"Q23125","Transporter"
"Q9WZ31","Transporter"
"P49279","Transporter"
"Q32LC4","Transporter"
"Q7RTP0","Transporter"
"Q96JW4","Transporter"
"P43553","Transporter"
"P0A2R8","Transporter"
"Q6P719","Transporter"
"Q8S1N1","Transporter"
"Q8IIG4","Transporter"
"Q67UQ7","Transporter"
"Q02783","Transporter"
"Q9HD23","Transporter"
"Q058N4","Transporter"
"Q8L4S2","Transporter"
"Q13454","Transporter"
"Q9C0K1","Transporter"
"Q94AX5","Transporter"
"P0A769","Transporter"
"Q6XR72","Transporter"
"Q12067","Transporter"
"Q10177","Transporter"
"Q95XG8","Transporter"
"Q6ICY4","Transporter"
"P33591","Transporter"
"F4KGN5","Transporter"
"Q9UK17","Transporter"
"Q9Y257","Transporter"
"P48048","Transporter"
"Q9NPC2","Transporter"
"P9WKF3","Transporter"
"Q99712","Transporter"
"P03959","Transporter"
"Q8LBL1","Transporter"
"Q9NA75","Transporter"
"Q9ZTZ7","Transporter"
"Q9M0Z3","Transporter"
"P40309","Transporter"
"B5X0N6","Transporter"
"Q6VVA6","Transporter"
"Q9M7K4","Transporter"
"P03819","Transporter"
"O17185","Transporter"
"P23849","Transporter"
"A0A086F3E3","Transporter"
"S5VBU1","Transporter"
"Q57603","Transporter"
"P48549","Transporter"
"P48051","Transporter"
"O54982","Transporter"
"Q14B80","Transporter"
"Q14003","Transporter"
"O95279","Transporter"
"Q5JK32","Transporter"
"Q8H3P9","Transporter"
"Q67VS5","Transporter"
"Q6H4R6","Transporter"
"Q84MS4","Transporter"
"Q5JMH0","Transporter"
"Q6YWQ4","Transporter"
"O22397","Transporter"
"Q10065","Transporter"
"Q16322","Transporter"
"P31069","Transporter"
"Q5M8L8","Transporter"
"P37813","Transporter"
"P25515","Transporter"
"P0AB98","Transporter"
"P0A2Y9","Transporter"
"Q9LJI5","Transporter"
"P61421","Transporter"
"Q13488","Transporter"
"Q91V37","Transporter"
"Q9Y487","Transporter"
"Q54MB9","Transporter"
"P45394","Transporter"
"Q21434","Transporter"
"Q9H3M0","Transporter"
"Q6K3T2","Transporter"
"Q02161","Transporter"
"P32798","Transporter"
"Q8W4P8","Transporter"
"Q12078","Transporter"
"F4KFS7","Transporter"
"Q9LSF6","Transporter"
"Q7XTL7","Transporter"
"Q6H658","Transporter"
"Q6MWE5","Transporter"
"A3BV82","Transporter"
"Q10S25","Transporter"
"O13779","Transporter"
"Q9NP59","Transporter"
"O13657","Transporter"
"P49283","Transporter"
"P0AFA9","Transporter"
"P92960","Transporter"
"Q9FY75","Transporter"
"Q04705","Transporter"
"Q9SDS7","Transporter"
"Q9ZQX4","Transporter"
"Q54E04","Transporter"
"P31412","Transporter"
"Q9LX65","Transporter"
"O82628","Transporter"
"P31407","Transporter"
"P56383","Transporter"
"P0ABA4","Transporter"
"P00842","Transporter"
"Q9D3D9","Transporter"
"Q99766","Transporter"
"Q3E7B6","Transporter"
"Q8BH01","Transporter"
"Q5TAH2","Transporter"
"Q7XPF8","Transporter"
"O13726","Transporter"
"P74393","Transporter"
"Q552S0","Transporter"
"P9WJI3","Transporter"
"O61365","Transporter"
"Q96FT7","Transporter"
"Q21974","Transporter"
"P54710","Transporter"
"P20107","Transporter"
"Q6ZMH5","Transporter"
"Q5BL29","Transporter"
"Q9ULF5","Transporter"
"Q504Y0","Transporter"
"O13918","Transporter"
"O35149","Transporter"
"Q8NEW0","Transporter"
"Q9Y6M5","Transporter"
"Q9C9Z1","Transporter"
"Q95QW4","Transporter"
"Q6DBM8","Transporter"
"Q94EG9","Transporter"
"O23039","Transporter"
"Q8W246","Transporter"
"P53735","Transporter"
"Q9NQW8","Transporter"
"Q8L7Z0","Transporter"
"Q09917","Transporter"
"Q9Y5I7","Transporter"
"Q9HA72","Transporter"
"Q8CE93","Transporter"
"E7FKV8","Transporter"
"Q8R526","Transporter"
"Q9NZM6","Transporter"
"A0JMD4","Transporter"
"Q7ZVP8","Transporter"
"Q16558","Transporter"
"Q9JK97","Transporter"
"Q9XFR0","Transporter"
"Q9S6Z8","Transporter"
"Q9LQL2","Transporter"
"Q93971","Transporter"
"Q07699","Transporter"
"Q9XV66","Transporter"
"Q7TN88","Transporter"
"P16313","Transporter"
"O15342","Transporter"
"P71375","Transporter"
"Q96RD7","Transporter"
"P84903","Transporter"
"Q8H329","Transporter"
"Q8RWU6","Transporter"
"P10566","Transporter"
"O01811","Transporter"
"P34586","Transporter"
"Q75HP9","Transporter"
"Q9LVM1","Transporter"
"Q9P5N0","Transporter"
"P35724","Transporter"
"O32080","Transporter"
"P03961","Transporter"
"P9WKF1","Transporter"
"P22203","Transporter"
"Q01909","Transporter"
"P05026","Transporter"
"P14231","Transporter"
"Q63377","Transporter"
"Q61835","Transporter"
"P43457","Transporter"
"P98161","Transporter"
"P55954","Transporter"
"P13073","Transporter"
"Q94514","Transporter"
"P00426","Transporter"
"Q8LPT3","Transporter"
"Q8W4E7","Transporter"
"P97441","Transporter"
"P55069","Transporter"
"Q56XP4","Transporter"
"Q9YDF8","Transporter"
"Q98GN8","Transporter"
"O27564","Transporter"
"D9N164","Transporter"
"Q39254","Transporter"
"P9WJ83","Transporter"
"P06821","Transporter"
"Q58439","Transporter"
"Q5SMG8","Transporter"
"B7U540","Transporter"
"P0A334","Transporter"
"Q38898","Transporter"
"P9WPV7","Transporter"
"P61829","Transporter"
"P00846","Transporter"
"Q5BKR2","Transporter"
"Q60362","Transporter"
"P35499","Transporter"
"Q6PML9","Transporter"
"P40544","Transporter"
"Q8R455","Transporter"
"Q09274","Transporter"
"O80565","Transporter"
"Q9FJV7","Transporter"
"Q8BWC0","Transporter"
"P41807","Transporter"
"Q18593","Transporter"
"Q86W47","Transporter"
"O15554","Transporter"
"O70596","Transporter"
"Q94526","Transporter"
"Q38998","Transporter"
"P12685","Transporter"
"P0AGI8","Transporter"
"Q18120","Transporter"
"P47114","Transporter"
"Q39128","Transporter"
"Q12809","Transporter"
"O54853","Transporter"
"P48764","Transporter"
"Q96D96","Transporter"
"P32366","Transporter"
"P23968","Transporter"
"P32563","Transporter"
"P54642","Transporter"
"P0A6E6","Transporter"
"P0ABA6","Transporter"
"Q708S7","Transporter"
"Q708S6","Transporter"
"Q94AS9","Transporter"
"Q61165","Transporter"
"P48763","Transporter"
"Q9Z0X2","Transporter"
"S4R2P9","Transporter"
"P32418","Transporter"
"O16242","Transporter"
"P26235","Transporter"
"O35240","Transporter"
"P31801","Transporter"
"O54701","Transporter"
"Q99PD7","Transporter"
"Q9U6A0","Transporter"
"Q9KI10","Transporter"
"O04034","Transporter"
"Q8TD43","Transporter"
"Q99271","Transporter"
"P13738","Transporter"
"O85187","Transporter"
"Q9W0Y8","Transporter"
"Q9Y5Y9","Transporter"
"Q9R053","Transporter"
"Q9WU39","Transporter"
"P08104","Transporter"
"Q61180","Transporter"
"Q9WU38","Transporter"
"Q14524","Transporter"
"P34886","Transporter"
"P24612","Transporter"
"Q9VB11","Transporter"
"P35500","Transporter"
"Q925Q3","Transporter"
"Q8L636","Transporter"
"P36606","Transporter"
"O81123","Transporter"
"P0A8H3","Transporter"
"Q6PEH9","Transporter"
"Q13433","Transporter"
"Q8BWY7","Transporter"
"Q9VAF0","Transporter"
"Q78IQ7","Transporter"
"Q9VSL7","Transporter"
"Q62941","Transporter"
"Q8TAD4","Transporter"
"P39832","Transporter"
"Q8IWU4","Transporter"
"Q9SLG3","Transporter"
"Q9ZT63","Transporter"
"Q7Z020","Transporter"
"Q8BLA8","Transporter"
"Q03611","Transporter"
"Q24278","Transporter"
"Q9W0Y6","Transporter"
"E2JF22","Transporter"
"P19334","Transporter"
"D3Z291","Transporter"
"Q9P0L9","Transporter"
"Q8TDX9","Transporter"
"P41821","Transporter"
"O95259","Transporter"
"Q8TAE7","Transporter"
"Q96KK3","Transporter"
"Q9SVV6","Transporter"
"P97557","Transporter"
"Q8TDN1","Transporter"
"Q6P9J9","Transporter"
"O23482","Transporter"
"Q9XIE2","Transporter"
"P15382","Transporter"
"Q2I0M4","Transporter"
"Q6ZSA7","Transporter"
"P54900","Transporter"
"Q8IWT1","Transporter"
"Q7Z3S7","Transporter"
"Q9Y691","Transporter"
"Q9NPA1","Transporter"
"Q9Y6J6","Transporter"
"Q08289","Transporter"
"Q14644","Transporter"
"P40088","Transporter"
"Q9UIX4","Transporter"
"P83094","Transporter"
"P23645","Transporter"
"Q3TWN3","Transporter"
"Q8S397","Transporter"
"Q9GZU1","Transporter"
"Q9ULQ1","Transporter"
"E9Q401","Transporter"
"Q95T12","Transporter"
"O00555","Transporter"
"O43497","Transporter"
"Q9P1W3","Transporter"
"Q06538","Transporter"
"P50077","Transporter"
"O54898","Transporter"
"G7IBJ4","Transporter"
"Q9LEQ3","Transporter"
"Q9U6B8","Transporter"
"Q9VJJ7","Transporter"
"P48994","Transporter"
"Q9Y5S1","Transporter"
"Q9EPK8","Transporter"
"Q9R186","Transporter"
"Q9R244","Transporter"
"A8DYE2","Transporter"
"Q9HCF6","Transporter"
"Q6ZG85","Transporter"
"Q9W0T5","Transporter"
"Q03720","Transporter"
"O08581","Transporter"
"Q9JIS4","Transporter"
"Q96T55","Transporter"
"Q7KVW5","Transporter"
"P51787","Transporter"
"Q02280","Transporter"
"Q96T54","Transporter"
"Q8I4B0","Transporter"
"P52192","Transporter"
"Q22271","Transporter"
"Q8BXR5","Transporter"
"Q9QZM6","Transporter"
"Q02094","Transporter"
"Q9QXP0","Transporter"
"Q9M6N7","Transporter"
"P41948","Transporter"
"P40260","Transporter"
"Q9XEA1","Transporter"
"O65718","Transporter"
"Q75XW3","Transporter"
"Q945S5","Transporter"
"Q99385","Transporter"
"Q15878","Transporter"
"O60840","Transporter"
"O95180","Transporter"
"O34840","Transporter"
"Q96D31","Transporter"
"P38301","Transporter"
"Q9U1S7","Transporter"
"Q3EBY6","Transporter"
"Q8NE86","Transporter"
"P07293","Transporter"
"P97445","Transporter"
"Q13936","Transporter"
"P22002","Transporter"
"Q99246","Transporter"
"Q12324","Transporter"
"Q39253","Transporter"
"Q06686","Transporter"
"Q869V1","Transporter"
"Q6DHQ1","Transporter"
"P25396","Transporter"
"P69380","Transporter"
"P40988","Transporter"
"Q9VAY3","Transporter"
"Q9SAH0","Transporter"
"Q9SAH8","Transporter"
"Q9ZPR4","Transporter"
"Q9FLG2","Transporter"
"Q01926","Transporter"
"Q9LJN2","Transporter"
"Q1PE39","Transporter"
"P38925","Transporter"
"O80632","Transporter"
"P76425","Transporter"
"P15385","Transporter"
"P22460","Transporter"
"P17970","Transporter"
"P08510","Transporter"
"Q9Z258","Transporter"
"Q850M0","Transporter"
"P15387","Transporter"
"Q15842","Transporter"
"O43525","Transporter"
"Q9NR82","Transporter"
"Q12791","Transporter"
"Q87TN7","Transporter"
"K9UJK2","Transporter"
"O22920","Transporter"
"Q9BSA9","Transporter"
"Q9M8S6","Transporter"
"P28584","Transporter"
"P40310","Transporter"
"Q95V25","Transporter"
"O14649","Transporter"
"Q6VV64","Transporter"
"P70604","Transporter"
"O43526","Transporter"
"P17658","Transporter"
"O54852","Transporter"
"P91927","Transporter"
"Q9P246","Transporter"
"Q8K3P1","Transporter"
"P51164","Transporter"
"Q86LG1","Transporter"
"Q9P7B3","Transporter"
"Q9NTG1","Transporter"
"Q0WML0","Transporter"
"Q9UBL6","Transporter"
"Q6H3Z6","Transporter"
"Q9FHX2","Transporter"
"P77228","Transporter"
"P0AAH4","Transporter"
"P0ABA0","Transporter"
"P55916","Transporter"
"O95847","Transporter"
"Q15904","Transporter"
"P03928","Transporter"
"P36542","Transporter"
"P48047","Transporter"
"Q96252","Transporter"
"P56385","Transporter"
"Q96251","Transporter"
"P29418","Transporter"
"Q9FT52","Transporter"
"O75964","Transporter"
"P0ABV2","Transporter"
"C0HJJ0","Transporter"
"P61022","Transporter"
"Q9LT68","Transporter"
"G5EF60","Transporter"
"Q944H5","Transporter"
"P53320","Transporter"
"Q9VMK1","Transporter"
"O95258","Transporter"
"Q7K566","Transporter"
"A4FUN9","Transporter"
"Q561R8","Transporter"
"P0ABJ3","Transporter"
"P0ABJ1","Transporter"
"P0ABJ6","Transporter"
"P59158","Transporter"
"Q99MR3","Transporter"
"P55016","Transporter"
"Q9UKG4","Transporter"
"Q9UHW9","Transporter"
"P92942","Transporter"
"Q5XXA6","Transporter"
"Q8CJ44","Transporter"
"Q9M9E1","Transporter"
"P38329","Transporter"
"Q8CJI3","Transporter"
"A0AV02","Transporter"
"Q9BZW2","Transporter"
"Q5BL44","Transporter"
"Q09573","Transporter"
"Q2UVJ5","Transporter"
"P40035","Transporter"
"Q14916","Transporter"
"P25613","Transporter"
"Q8BYF6","Transporter"
"Q4PKH3","Transporter"
"Q8NG04","Transporter"
"P40879","Transporter"
"Q9FPG2","Transporter"
"Q9XI23","Transporter"
"O43511","Transporter"
"Q96282","Transporter"
"Q9W701","Transporter"
"Q54AX6","Transporter"
"P35523","Transporter"
"O95833","Transporter"
"O15247","Transporter"
"Q9VGH7","Transporter"
"Q9R0A1","Transporter"
"Q9NZA1","Transporter"
"Q9BMK9","Transporter"
"O35454","Transporter"
"Q05085","Transporter"
"Q94JG1","Transporter"
"Q9LXH0","Transporter"
"Q9FGS5","Transporter"
"B1XLL7","Transporter"
"Q9M1E2","Transporter"
"Q9FMU6","Transporter"
"P25360","Transporter"
"P12234","Transporter"
"Q7DNC3","Transporter"
"O42885","Transporter"
"Q9QZ70","Transporter"
"Q7RVX9","Transporter"
"Q96303","Transporter"
"Q12325","Transporter"
"O34734","Transporter"
"P38359","Transporter"
"P23622","Transporter"
"Q0WP36","Transporter"
"Q68F79","Transporter"
"P92946","Transporter"
"Q9SV13","Transporter"
"P04840","Transporter"
"P40478","Transporter"
"P40445","Transporter"
"Q8WQA4","Transporter"
"O45405","Transporter"
"Q9Y696","Transporter"
"Q9D3A9","Transporter"
"Q9U6L4","Transporter"
"Q9W5A5","Transporter"
"Q08913","Transporter"
"P37002","Transporter"
"P9WP63","Transporter"
"Q5DU41","Transporter"
"Q8BGR2","Transporter"
"O51233","Transporter"
"P27514","Transporter"
"Q94225","Transporter"
"Q02920","Transporter"
"O00591","Transporter"
"O14764","Transporter"
"Q9JLF1","Transporter"
"Q9V7S5","Transporter"
"Q8H157","Transporter"
"P04920","Transporter"
"P22300","Transporter"
"P37019","Transporter"
"Q8IWT6","Transporter"
"P73452","Transporter"
"P0AFJ7","Transporter"
"Q60932","Transporter"
"Q94920","Transporter"
"Q92911","Transporter"
"P51790","Transporter"
"Q9HCJ1","Transporter"
"Q9FLV9","Transporter"
"B7ZAQ6","Transporter"
"P07654","Transporter"
"P53838","Transporter"
"P37020","Transporter"
"P78334","Transporter"
"Q06393","Transporter"
"Q9C0H2","Transporter"
"Q8BHY3","Transporter"
"Q9NQ90","Transporter"
"A6YCJ2","Transporter"
"Q9SL95","Transporter"
"P22152","Transporter"
"P10903","Transporter"
"Q9M817","Transporter"
"Q9LFX9","Transporter"
"B2IZT6","Transporter"
"Q9LYK2","Transporter"
"Q38954","Transporter"
"P25297","Transporter"
"Q8S403","Transporter"
"P23641","Transporter"
"Q06598","Transporter"
"Q8VCA0","Transporter"
"O70531","Transporter"
"Q86WA9","Transporter"
"P0A6J3","Transporter"
"P41930","Transporter"
"Q6Z2T3","Transporter"
"G5EBR3","Transporter"
"Q9SM57","Transporter"
"Q06495","Transporter"
"Q80SU6","Transporter"
"Q9LD83","Transporter"
"Q9FY46","Transporter"
"A8J6J0","Transporter"
"P56475","Transporter"
"Q9H0Q3","Transporter"
"Q75V66","Transporter"
"Q9NW15","Transporter"
"Q9HCE9","Transporter"
"P56513","Transporter"
"D2K6F1","Transporter"
"P32332","Transporter"
"Q9SAI4","Transporter"
"P48751","Transporter"
"P04919","Transporter"
"Q9LS46","Transporter"
"O49696","Transporter"
"Q96RN1","Transporter"
"Q7LBE3","Transporter"
"O76090","Transporter"
"P57057","Transporter"
"O15440","Transporter"
"Q8GX78","Transporter"
"Q6NV12","Transporter"
"Q32LF0","Transporter"
"P15710","Transporter"
"O95436","Transporter"
"P38361","Transporter"
"Q9BXS9","Transporter"
"P15575","Transporter"
"P32847","Transporter"
"Q8R2Z3","Transporter"
"Q8NBS3","Transporter"
"P58735","Transporter"
"Q6K965","Transporter"
"Q9ZSR7","Transporter"
"P30606","Transporter"
"P32720","Transporter"
"Q9FPN0","Transporter"
"Q9LH79","Transporter"
"Q944M5","Transporter"
"Q6K4V2","Transporter"
"Q8LFH5","Transporter"
"Q6K602","Transporter"
"B0SR19","Transporter"
"Q7JVE7","Transporter"
"Q6NQN5","Transporter"
"Q9FM10","Transporter"
"Q9C9M9","Transporter"
"Q6L568","Transporter"
"Q54JW5","Transporter"
"Q10LI8","Transporter"
"Q5N8J1","Transporter"
"Q5EB14","Transporter"
"Q5JJY5","Transporter"
"Q3UME2","Transporter"
"P0CS02","Transporter"
"P23200","Transporter"
"P10870","Transporter"
"Q06222","Transporter"
"Q9P3U6","Transporter"
"Q6NWF1","Transporter"
"Q9JJZ1","Transporter"
"O95528","Transporter"
"Q0P4G6","Transporter"
"Q9BYW1","Transporter"
"Q8BFW9","Transporter"
"P53403","Transporter"
"Q9UGQ3","Transporter"
"P23586","Transporter"
"Q10PW9","Transporter"
"Q8GW61","Transporter"
"Q93Y91","Transporter"
"Q0JCR9","Transporter"
"Q8L7R8","Transporter"
"A0PJK1","Transporter"
"Q84WN3","Transporter"
"Q0WWW9","Transporter"
"P26381","Transporter"
"Q6PXP3","Transporter"
"P40004","Transporter"
"P78382","Transporter"
"Q96A29","Transporter"
"P78381","Transporter"
"Q12520","Transporter"
"Q76EJ3","Transporter"
"Q9NTN3","Transporter"
"P43549","Transporter"
"Q66HX0","Transporter"
"Q9VDD7","Transporter"
"Q9SD00","Transporter"
"P42833","Transporter"
"P54854","Transporter"
"Q56ZZ7","Transporter"
"A4QN56","Transporter"
"Q8BGF8","Transporter"
"P87041","Transporter"
"Q8N468","Transporter"
"Q7SXB7","Transporter"
"A9JTG4","Transporter"
"Q9JKZ2","Transporter"
"P39932","Transporter"
"P27125","Transporter"
"P31448","Transporter"
"P69831","Transporter"
"P53154","Transporter"
"O34718","Transporter"
"P87110","Transporter"
"P41036","Transporter"
"Q8LBI9","Transporter"
"O04036","Transporter"
"P93051","Transporter"
"Q93YP9","Transporter"
"Q0WQ63","Transporter"
"Q4F7G0","Transporter"
"Q3ECP7","Transporter"
"Q94CI6","Transporter"
"Q8VZT3","Transporter"
"Q8GXK5","Transporter"
"Q96290","Transporter"
"Q2M3M2","Transporter"
"P96710","Transporter"
"P96792","Transporter"
"Q8LGE9","Transporter"
"Q8GY97","Transporter"
"Q6NM25","Transporter"
"Q9FIH5","Transporter"
"Q96QE2","Transporter"
"Q9FE59","Transporter"
"P76045","Transporter"
"Q03697","Transporter"
"P23900","Transporter"
"P0CE00","Transporter"
"Q9LUE3","Transporter"
"Q6YZF3","Transporter"
"Q2R3P9","Transporter"
"Q9BRV3","Transporter"
"Q9FY94","Transporter"
"Q9ZV02","Transporter"
"Q8VZ80","Transporter"
"Q9SFG0","Transporter"
"Q0P5V9","Transporter"
"O04249","Transporter"
"Q8K0H7","Transporter"
"P26218","Transporter"
"P69805","Transporter"
"P22732","Transporter"
"P53048","Transporter"
"A9ZSY2","Transporter"
"P31639","Transporter"
"P69801","Transporter"
"P0AGF4","Transporter"
"P0AEP1","Transporter"
"Q9VMU8","Transporter"
"P11169","Transporter"
"Q8L9J7","Transporter"
"P11168","Transporter"
"P19357","Transporter"
"P23585","Transporter"
"Q8L6Z8","Transporter"
"Q80T22","Transporter"
"P13866","Transporter"
"Q9LNV3","Transporter"
"P02920","Transporter"
"P68183","Transporter"
"P02916","Transporter"
"Q9LF50","Transporter"
"P0AGI1","Transporter"
"Q10R54","Transporter"
"Q69JW3","Transporter"
"Q9SMM5","Transporter"
"O80605","Transporter"
"Q39232","Transporter"
"A9ZSY3","Transporter"
"Q7PIR5","Transporter"
"Q9NRA2","Transporter"
"Q8VZR6","Transporter"
"Q93890","Transporter"
"Q9W429","Transporter"
"Q18779","Transporter"
"P40107","Transporter"
"Q95YI5","Transporter"
"Q8LES0","Transporter"
"Q84L08","Transporter"
"Q9VHT4","Transporter"
"Q941R4","Transporter"
"Q8RWW7","Transporter"
"Q29Q28","Transporter"
"O64503","Transporter"
"Q9C521","Transporter"
"Q94B65","Transporter"
"Q0D9V6","Transporter"
"Q5W7C1","Transporter"
"Q969S0","Transporter"
"Q8RXL8","Transporter"
"P11551","Transporter"
"Q9FGQ2","Transporter"
"P0AC94","Transporter"
"P42910","Transporter"
"P42905","Transporter"
"O23492","Transporter"
"Q9NRM0","Transporter"
"Q56652","Transporter"
"P77579","Transporter"
"P0AA78","Transporter"
"Q8K078","Transporter"
"P41909","Transporter"
"P34230","Transporter"
"O15374","Transporter"
"Q8K1P8","Transporter"
"Q7RTY1","Transporter"
"O95563","Transporter"
"Q8LD38","Transporter"
"Q9Y5U8","Transporter"
"Q651V6","Transporter"
"P48029","Transporter"
"Q93V66","Transporter"
"Q9Y2P4","Transporter"
"Q9FVQ4","Transporter"
"Q96247","Transporter"
"Q9LFP6","Transporter"
"Q9SQH6","Transporter"
"Q9S7Z8","Transporter"
"Q9C6B8","Transporter"
"Q9SHL8","Transporter"
"Q5SMQ9","Transporter"
"P04633","Transporter"
"Q3MHW6","Transporter"
"Q63344","Transporter"
"Q7RTY0","Transporter"
"Q7RTX9","Transporter"
"O70461","Transporter"
"O15375","Transporter"
"B1AT66","Transporter"
"Q5B2K4","Transporter"
"P41943","Transporter"
"Q8TF71","Transporter"
"P33897","Transporter"
"P38225","Transporter"
"P39352","Transporter"
"O14201","Transporter"
"Q8R0S9","Transporter"
"P39414","Transporter"
"Q02785","Transporter"
"O34456","Transporter"
"P0AA76","Transporter"
"Q99N02","Transporter"
"P15325","Transporter"
"P53744","Transporter"
"P0AC96","Transporter"
"Q46839","Transporter"
"P36035","Transporter"
"P37674","Transporter"
"Q9C999","Transporter"
"Q3ZMH1","Transporter"
"Q7T384","Transporter"
"Q9EPT5","Transporter"
"P0A712","Transporter"
"Q8NCK7","Transporter"
"Q6ZSM3","Transporter"
"O95907","Transporter"
"Q1EBV7","Transporter"
